date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:14:11	74182/74182	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:11%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1	C:/My%20Web%20Sites/Sina/accounts.google.com/ServiceLoginb8f8.html	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2458469426294305829)
12:14:11	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.3f8529.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2458469426294305829)
12:14:11	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.40dc1f.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2458469426294305829)
12:14:12	372230/372230	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:11%20GMT	https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1	C:/My%20Web%20Sites/Sina/accounts.google.com/SignUpb407.html	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-2458469426294305829)
12:14:12	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.42dc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:12	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.438529.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:12	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.44dc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.458529.delayed	(from https://accounts.google.com/signin/recovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.46dc1f.delayed	(from https://accounts.google.com/signin/recovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:13	372372/372372	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:12%20GMT	https://accounts.google.com/SignUp?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/SignUpf0f4.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:13	304/304	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2023%20Oct%202020%2010:14:13%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsmolavipour&rip=1	C:/My%20Web%20Sites/Sina/accounts.google.com/AccountChooser.47c5c9.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsmolavipour&sacu=1&rip=1)
12:14:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.488529.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsmolavipour&sacu=1&rip=1)
12:14:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.49dc1f.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsmolavipour&sacu=1&rip=1)
12:14:14	74286/74286	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:13%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=2065081956542171116	C:/My%20Web%20Sites/Sina/accounts.google.com/ServiceLogin9d02.html	(from https://accounts.google.com/SignUpWithoutGmail?hl=sv)
12:14:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.4cdc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=sv)
12:14:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.4d8529.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=sv)
12:14:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.4edc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=sv)
12:14:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.4fdc1f.delayed	(from https://accounts.google.com/SignUp?dsh=3093702741157982834&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsmolavipour)
12:14:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.508529.delayed	(from https://accounts.google.com/SignUp?dsh=3093702741157982834&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsmolavipour)
12:14:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.51dc1f.delayed	(from https://accounts.google.com/SignUp?dsh=3093702741157982834&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsmolavipour)
12:14:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.528529.delayed	(from https://accounts.google.com/signin/usernamerecovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.53dc1f.delayed	(from https://accounts.google.com/signin/usernamerecovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:15	372266/372266	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:14%20GMT	https://accounts.google.com/SignUp?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/SignUp1a71.html	(from https://accounts.google.com/SignUpWithoutGmail?hl=sv)
12:14:15	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2023%20Oct%202020%2010:14:15%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&rip=1	C:/My%20Web%20Sites/Sina/accounts.google.com/AccountChooser.54cd16.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
12:14:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.558529.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
12:14:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.56dc1f.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
12:14:16	74402/74402	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:16%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6920677156870670354	C:/My%20Web%20Sites/Sina/accounts.google.com/ServiceLoginefdc.html	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:16	371251/371251	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:16%20GMT	https://accounts.google.com/SignUpWithoutGmail?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1	C:/My%20Web%20Sites/Sina/accounts.google.com/SignUpWithoutGmail13f1.html	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.59dc1f.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.5a8529.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.5bdc1f.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.5cdc1f.delayed	(from https://accounts.google.com/SignUp?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.5d8529.delayed	(from https://accounts.google.com/SignUp?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.5edc1f.delayed	(from https://accounts.google.com/SignUp?dsh=-2458469426294305829&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:17	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2023%20Oct%202020%2010:14:17%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=2065081956542171116	C:/My%20Web%20Sites/Sina/accounts.google.com/AccountChooser.5f9d02.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=2065081956542171116)
12:14:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.608529.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=2065081956542171116)
12:14:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.61dc1f.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=2065081956542171116)
12:14:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.63dc1f.delayed	(from https://accounts.google.com/SignUp?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.648529.delayed	(from https://accounts.google.com/SignUp?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.65dc1f.delayed	(from https://accounts.google.com/SignUp?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:19	371421/371421	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:18%20GMT	https://accounts.google.com/SignUpWithoutGmail?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/SignUpWithoutGmail1a71.html	(from https://accounts.google.com/SignUp?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:19	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2023%20Oct%202020%2010:14:19%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6920677156870670354	C:/My%20Web%20Sites/Sina/accounts.google.com/AccountChooser.66efdc.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6920677156870670354)
12:14:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.678529.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6920677156870670354)
12:14:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.68dc1f.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=6920677156870670354)
12:14:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.6adc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.6b8529.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.6cdc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.6ddc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.6e8529.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.6fdc1f.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=2065081956542171116&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=sv)
12:14:21	372322/372322	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Oct%202020%2010:14:20%20GMT	https://accounts.google.com/SignUp?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1	C:/My%20Web%20Sites/Sina/accounts.google.com/SignUp13f1.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:21	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.70dc1f.delayed	(from https://accounts.google.com/SignUp?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:21	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv&privacy=true	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.718529.delayed	(from https://accounts.google.com/SignUp?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
12:14:21	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=SE&hl=sv	C:/My%20Web%20Sites/Sina/accounts.google.com/TOS.72dc1f.delayed	(from https://accounts.google.com/SignUp?dsh=6920677156870670354&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
